id,question,answers,label
625728,Which is the oldest program of PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625695,Which fields are the oldest ones in PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625660,What is BS-CIS latest fee/year structure in 2022?,"{'answer_start': [8407], 'text': ['The link to the latest Fee Structure 2022 for PIEAS academic programs is https://www.eduvision.edu.pk/pakistan-institute-of-engineering-applied-sciences-pieas-islamabad-ins-27']}",Programs
625717,What are the languages taught in CIS?,"{'answer_start': [15669], 'text': ['At start  C language is taught but most importantly concepts are cleared from examples of different languages.As concept of codes are more important than language.']}",Programs
625721,Are competitions held in CIS degree program?,"{'answer_start': [16188], 'text': ['Yes  competitions are held for the students  so that they can enhance their capability. Also  projects are a part in this degree program.']}",Programs
966253,What degrees has Muhammad Zubair Rahim completed?,"{'answer_start': [6137], 'text': ['Muhammad Zubair Rahim has completed his MS in Process Engineering from PIEAS, Islamabad and has a BSc in Mining Engineering from UET, Lahore']}",Programs
966400,"What is Dawar Abbas's BS degree in?
","{'answer_start': [11214], 'text': ['BS in Applied Geology from the University of Sargodha, Sargodha']}",Programs
966422,"What is Khalid Saif Ullah's BSc degree in?
","{'answer_start': [12605], 'text': ['BSc in Chemical Engineering from UET, Lahore']}",Programs
970663,"What degrees does Ammar Ahmed hold?
","{'answer_start': [45991], 'text': ['Ammar Ahmed holds an MS in Nuclear Engineering from PIEAS, Islamabad and a BS in Mechanical Engineering from UET, Lahore.']}",Programs
971003,"What degrees does Maryam Arif hold?
","{'answer_start': [49905], 'text': ['Dr. Maryam Arif holds an MSc in Radiation and Medical Oncology from PIEAS, Islamabad, and an MBBS from FUMC, Foundation University, Islamabad']}",Programs
970997,"What degrees does Sumayya Latif hold?
","{'answer_start': [49315], 'text': ['Dr. Sumayya Latif holds an MSc in Radiation & Medical Oncology from PIEAS, Islamabad, and an MBBS from RMC, University of Health Sciences, Lahore.']}",Programs
972374,"What degrees does Azam Islam hold, and from which institution?
","{'answer_start': [70577], 'text': ['Azam Islam is a faculty member at CERT with an MS in Engineering from PIEAS, Islamabad.']}",Programs
972350,"What degrees does Syed Mobashir Ali Shah hold, and from which institution?
","{'answer_start': [69736], 'text': ['Syed Mobashir Ali Shah is a faculty member at CERT with an MS in Engineering from PIEAS, Islamabad.']}",Programs
625732,Does PIEAS offer any program of medical science?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625654,Any HEC-approved Ph.D. supervisor in Chemical engineering?,"{'answer_start': [8179], 'text': ['The HEC-approved Ph.D. supervisors in Chemical Engg are:Muhammad Zaman (Head of the Department), Mansoor Hameed Inayat, Atta Ullah (Head, Utility Maintenance Division), Adnan Hamid (Head, Residential Services Division / Warden)']}",Programs
625600,Does PIEAS send its students abroad for hiigher studies?,"{'answer_start': [453], 'text': ['Students having good scores throughout are considered for abroad studies at PIEAS']}",Programs
625694,For which field PIEAS famous for?,"{'answer_start': [13671], 'text': ['PIEAS is mostly famous for its engineering programs.']}",Programs
625641,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625664,How many departments are there for BS in PIEAS ?,"{'answer_start': [13619], 'text': ['There are total 6 departments in PIEAS in BS level.']}",Programs
625673, How many departments are there in PIEAS ?,"{'answer_start': [11152], 'text': ['There are Total Ten departments of PIEAS.']}",Programs
625693,How many departments are there in PIEAS in BS ?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625702,How many fields are there at MS level in PIEAS other than engineering ones?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625716,How many programs are there in CIS?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625642,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625665,How many students are enrolled for each session for one department in BS ?,"{'answer_start': [9764], 'text': ['The number of students varies from department to department and it is not fixed every year but approximately 40 to 50 students are enrolled for one degree programme in BS.']}",Programs
625731,How many total credit hours are there in BS(CIS)?,"{'answer_start': [18000], 'text': ['BS(CIS) course comprises of minimum 137 credit hours.']}",Programs
625624,Is grading system at Pieas absolute or relative?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625706,Is it compulsory for BS students to study pakstudies and islamiat?,"{'answer_start': [14381], 'text': ['Yes  Pakstudies and Islamiat are compulsory subjects for the students of BS.']}",Programs
625677,What are the Adcademic Programmes offered by Department of Computer & Information Sciences ?,"{'answer_start': [11732], 'text': ['Following are the programmes offered by DCIS :  PhD Computer Science, MS Computer Science, MS Cyber Security, BS Computer and Information Sciences']}",Programs
625678,What are the Adcademic Programmes offered by Department of  Physics & Applied Mathematics?,"{'answer_start': [11879], 'text': ['Adcademic Programmes offered by Department of  Physics & Applied Mathematics are following: BS Physics, MS Physics, PhD Physics, Medical Physics']}",Programs
625727,What are the course contents of BS(CIS)?,"{'answer_start': [17444], 'text': ['The course contents of BS(CIS) can be downloaded from this link: http://www.pieas.edu.pk/BS_Computer_Information_Sciences_Course_Contents.pdf']}",Programs
625679,What are the programmes offered by Department of Medical Sciences ?,"{'answer_start': [12024], 'text': ['Following are the programmes offered by Department of Medical Sciences :  PhD Nuclear Medicine, MS Nuclear Medicine, MS Radiation & Medical Oncology']}",Programs
625703,What is the duration of degree programmes ?,"{'answer_start': [14163], 'text': ['The regular duration of BS and MS / M Phil degree programs is 4 and 2 years']}",Programs
625644,WHAT IS THE FEE STRUCTURE OF PIEAS BS PROGRAMS WITHOUT HOSTEL AND TRANSPORT FACILITY?,"{'answer_start': [6238], 'text': ['Rs 99000/- FOR FIRST SEMESTER ONLY.2ND SEMESTER ONWARDS RS 59000 ONLY']}",Programs
625723,What undergraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [624], 'text': ['No, only degree in Computer and Information Sciences is offered']}",Programs
625683,Which degree programmes are offered by Chemical Engineering Department?,"{'answer_start': [12470], 'text': ['BS Chemical Engineering, MS Process Engineering, MS Mineral Resource Engineering, PhD Chemical Engineering.']}",Programs
625689,Which degree programmes are offered by Electrical Engineering Department?,"{'answer_start': [13228], 'text': ['BS Electrical Engineering, MS Electrical Engineering, MS Systems Engineering, PhD Systems Engineering']}",Programs
625686,Which degree programmes are offered by Mechanical Engineering Department?,"{'answer_start': [12762], 'text': ['BS Mechanical Engineering, MS Mechanical Engineering, PhD Mechanical Engineering']}",Programs
625674,Which departments of PIEAS offers BS-program?,"{'answer_start': [11194], 'text': ['There are total six departments that allow BS-program which are: Computer and Information Sciences, Chemical Engineering, Electrical Engineering,  Mechanical Engineering , Metallurgy & Materials Engineering, Physics & Applied Mathematics']}",Programs
625685,Which labs are available for Chemical Engineering Department?,"{'answer_start': [12642], 'text': ['Chemical Engineering Laboratory, Mineral Processing Laboratory, Analytical Chemistry Laboratory, X-Ray Fluorescence Lab']}",Programs
625688,Which labs are available for Mechanical Engineering Department?,"{'answer_start': [12918], 'text': ['Fluid Mechanics and Heat Transfer Lab, Engineering Mechanics Lab, Mechanics of Materials Lab, Computational Mechanics Lab, Engineering Drawing Lab, Thermodynamics Lab, Measurement and Instrumentation Lab,Refrigeration and Air Conditioning Lab, Manufacturing Processes Lab, Mechanical Vibration Lab, Workshops.']}",Programs
625691,Which labs are available for Electrical Engineering Department?,"{'answer_start': [13399], 'text': ['Digital Control Laboratory, Robotics and Automation Laboratory , Applied Electronics Laboratory, Signal and Image Processing Laboratory']}",Programs
625718,What is the grading process in CIS?,"{'answer_start': [3709], 'text': ['The grading system at Pieas is absolute.']}",Programs
625711,How many programmes are offered in MS ?,"{'answer_start': [14820], 'text': ['Admission is open to the 15 MS Programs at PIEAS and KINPOE-C at fellowship and regular fee basis.']}",Programs
625701,How many engineering fields are there at MS level in PIEAS?,"{'answer_start': [14072], 'text': ['There are almost   8   engineering   fields.']}",Programs
625724,How many postgraduate programs are offered by the Department of Computer and Information Sciences?,"{'answer_start': [15566], 'text': ['PhD Computer Science, MS Computer Sciences, MS Cyber Security']}",Programs
625671, Can I freeze a semester in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Programs
625728,Which is the oldest program of PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625695,Which fields are the oldest ones in PIEAS?,"{'answer_start': [17586], 'text': ['MS Nuclear Engineering is the oldest program of PIEAS which was started in 1969.']}",Programs
625660,What is BS-CIS latest fee/year structure in 2022?,"{'answer_start': [8407], 'text': ['The link to the latest Fee Structure 2022 for PIEAS academic programs is https://www.eduvision.edu.pk/pakistan-institute-of-engineering-applied-sciences-pieas-islamabad-ins-27']}",Programs
625717,What are the languages taught in CIS?,"{'answer_start': [15669], 'text': ['At start  C language is taught but most importantly concepts are cleared from examples of different languages.As concept of codes are more important than language.']}",Programs
625721,Are competitions held in CIS degree program?,"{'answer_start': [16188], 'text': ['Yes  competitions are held for the students  so that they can enhance their capability. Also  projects are a part in this degree program.']}",Programs
966253,What degrees has Muhammad Zubair Rahim completed?,"{'answer_start': [6137], 'text': ['Muhammad Zubair Rahim has completed his MS in Process Engineering from PIEAS, Islamabad and has a BSc in Mining Engineering from UET, Lahore']}",Programs
966400,"What is Dawar Abbas's BS degree in?
","{'answer_start': [11214], 'text': ['BS in Applied Geology from the University of Sargodha, Sargodha']}",Programs
966422,"What is Khalid Saif Ullah's BSc degree in?
","{'answer_start': [12605], 'text': ['BSc in Chemical Engineering from UET, Lahore']}",Programs
970663,"What degrees does Ammar Ahmed hold?
","{'answer_start': [45991], 'text': ['Ammar Ahmed holds an MS in Nuclear Engineering from PIEAS, Islamabad and a BS in Mechanical Engineering from UET, Lahore.']}",Programs
971003,"What degrees does Maryam Arif hold?
","{'answer_start': [49905], 'text': ['Dr. Maryam Arif holds an MSc in Radiation and Medical Oncology from PIEAS, Islamabad, and an MBBS from FUMC, Foundation University, Islamabad']}",Programs
970997,"What degrees does Sumayya Latif hold?
","{'answer_start': [49315], 'text': ['Dr. Sumayya Latif holds an MSc in Radiation & Medical Oncology from PIEAS, Islamabad, and an MBBS from RMC, University of Health Sciences, Lahore.']}",Programs
972374,"What degrees does Azam Islam hold, and from which institution?
","{'answer_start': [70577], 'text': ['Azam Islam is a faculty member at CERT with an MS in Engineering from PIEAS, Islamabad.']}",Programs
972350,"What degrees does Syed Mobashir Ali Shah hold, and from which institution?
","{'answer_start': [69736], 'text': ['Syed Mobashir Ali Shah is a faculty member at CERT with an MS in Engineering from PIEAS, Islamabad.']}",Programs
