id,question,answers,label
625634,What is  selection criteria at PIEAS at BS level?,"{'answer_start': [14503], 'text': ['Criteria for admission test in PIEAS is : PIEAS Admission Test - 60% Matric 15% F.Sc. or ESc.']}",Admissions
625646,what is refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Admissions
625708,What is the criteria to get admission in BS?,"{'answer_start': [4586], 'text': ['PIEAS TestÂ\xa0 60%,Â\xa0Matric Â\xa015% , F.Sc Â\xa0 25% , MatricÂ\xa040%.']}",Admissions
625628,What is  the Entry Test fee of PIEAS?,"{'answer_start': [4083], 'text': ['Fee within the due date is RS 3500 and fee within one week after the due date is RS 4500.']}",Admissions
625619,What is the application processing fee at Pieas?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625709,What are the rules for semester freezing in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Admissions
625618,Does Pieas allow admission on the basis of  scores of anyother test like NTS?,"{'answer_start': [3124], 'text': ['No, Pieas only allow admission on the basis of either its own entry test or SAT scores.']}",Admissions
624933,Can a CS degree holder apply to Department of Nuclear Engineering at PIEAS?,"{'answer_start': [76], 'text': ['Yes, he can carry out his research in simulation of reactor']}",Admissions
690551,At least 60% Marks or equivalent in Matriculation/O level and Intermediate/A level are required for sitting in the entrance test of PIEAS.,"{'answer_start': [7364], 'text': ['At least 60% Marks or equivalent in Matriculation/O level and Intermediate/A level are required for sitting in the entrance test of PIEAS.']}",Admissions
690539,"At what rate,  Degree,Transcript, Verification & Convocation Fee will be charged?","{'answer_start': [0], 'text': ['0']}",Admissions
690504,Does admission in BS at PIEAS confirms MS fellowship?,"{'answer_start': [190], 'text': ['No, MS fellowship is given only on merit basis after qualifying initial test and interview']}",Admissions
690563,How many merit lists are announced?,"{'answer_start': [13931], 'text': ['It depends on the number of seats available for a department. As the number of seats get filled, no more lists are announced for that program. Â· Number of seats in EE = 80  Â· Number of seats in ME = 50  In the rest of the departments, 30 to 40 is an average number of seats available. Last year (2021) total 5 merit list were announced.']}",Admissions
690561,How marks are required in entry test to get admission in PIEAS?,"{'answer_start': [12883], 'text': ['This is a very frequently asked question from the students and the answer is that we donâ€™t know. Unlike other universities the result of PIEAS entry test is not declared in the form of marks and aggregate. Rather students are only told their position among all other students. Sometimes students think that I have low grades in my previous classes so, I cannot get compete other students. But thatâ€™s not the case. Some students having about 85% marks in F.sc also get admission in PIEAS by performing well in test. For a much detailed answer, we recommend u to see a detailed discussion post on this question by one our 19-23 batch friend in PINNED posts.']}",Admissions
690541,"How much Duplicate Degree fee for BS, MS and PhD programs?","{'answer_start': [5543], 'text': ['Fee forDuplicate Degree will be charged at Rs. 10,000/-']}",Admissions
690525,"How much is the application processing fee for BS, MS and PhD programs?","{'answer_start': [1774], 'text': ['The application processing fee for BS and MS programs is as follows:  Rs.3,500 within due date, Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
690543,"How much Re admission fee for BS, MS and PhD programs?","{'answer_start': [5771], 'text': ['Fee for Re admission will be charged at Rs. 15000/-']}",Admissions
690542,"How much Duplicate Transcript fee for BS, MS and PhD programs?","{'answer_start': [5654], 'text': ['Fee forDuplicate Transcript will be charged at Rs. 2,000/-']}",Admissions
690544,"How much Semester freeze fee for BS, MS and PhD programs?","{'answer_start': [5891], 'text': ['Semester Freeze Fee Rs.5,000/- for first one Regular semester, Rs. 2,500 for first one Summer semester ) and  Rs. 10,000/- for subsequent freezes as per rule.']}",Admissions
690540,"How much Urgent Degree fee for BS, MS and PhD programs?","{'answer_start': [5397], 'text': ['For urgent degree (within 05 working days), additional Rs. 3000/- will be charged.']}",Admissions
690550,What are the eligibility criteria for PIEAS BS entry test?,"{'answer_start': [7364], 'text': ['At least 60% Marks or equivalent in Matriculation/O level and Intermediate/A level are required for sitting in the entrance test of PIEAS.']}",Admissions
690557,How to prepare for PIEAS test?,"{'answer_start': [8769], 'text': ['This is one of the most frequently asked question. Let us answer it in detail: For starting preparing of the test, you must have covered the F.Sc course at least one time in your colleges. You should have practiced all the numerical problems in your book and done all the MCQs, given in the book. After that, our suggestion is that you should buy any MCQs book for the entry test, usually kips books are recommended but if you want to buy some other one then itâ€™s fine. Read one chapter of your book at a time and make sure you understand every topic completely then start solving the MCQs of the respective chapter. Â· Mathematics For Mathematics practice, you may take KIPS MCQs book. It has formula sheets at the start of each chapter. Also, every chapter consists of 50 MCQs which clears a lot of concepts. MCQs in PIEAS test preparation will be easier and help you in developing a better understanding of your books. Every line of your book should be conceptually clear to you. Note that this is just a good recommendation, you can follow your choice too. Â· Physics For Physics, we recommend you master your federal books mainly, their numerical problems, examples and MCQs. Mainly the questions in the test are statement-type or simple formula based numerical problems. Practice the formulas as much as you can. You can follow any MCQs book for your physics preparation after you complete reading federal book. Â· Chemistry Only a thorough read of chemistry federal book is enough. MCQs are very easy and simple. Usually, simple statements come in the test. During preparation, do not waste a lot of time understanding deep concepts of chemistry. Your major focus should be on Physics and Mathematics.']}",Admissions
690553,Is PIEAS entrance test paper-based or computer-based?,"{'answer_start': [8096], 'text': ['It is paper-based. No extra sheet is given. Rough work is done on the question paper. A bubble sheet is provided in which you do the filling.']}",Admissions
690554,Is there any negative marking in PIEAS test?,"{'answer_start': [8283], 'text': ['No, there is no negative marking. There was negative marking till 2017 but onwards they finished it.']}",Admissions
690602,What is PIEAS recognized as?,"{'answer_start': [30011], 'text': ['recognized as a preeminent federal public university']}",Admissions
690532,What is regular semester fee of a MS program?,"{'answer_start': [3346], 'text': ['The total first semester fee based on 12 credit hours without hostel accomodation and transport charges is Rs.137,000 which includes Rs.40,000 one time charges of Admission and Security fee. Detailed fee structure can be downloaded from this link: http://admissions.pieas.edu.pk/Admissions/Contents/FeeStructureCombinedVer14FINALMS.pdf']}",Admissions
690556,What is the time duration for PIEAS test?,"{'answer_start': [0], 'text': ['0']}",Admissions
690552,"What is the weightage of entry test, Intermediate and Matriculation in the calculation of total aggregate?","{'answer_start': [7978], 'text': ['Entrance test = 60%  F.Sc./A-levels = 25% Matric/O-levels = 15%']}",Admissions
690548,When and where is the PIEAS test conducted?,"{'answer_start': [6599], 'text': ['PIEAS test is conducted once a year usually one month after F.S.C part II exams. It is 2 conducted in major cities of Pakistan like Rawalpindi, Peshawar, Hyderabad, Multan, Abbottabad, Karachi. For Rawalpindi/Islamabad students test is conducted one week earlier than in all other cities. Test conducted in Rawalpindi is different while in all the other cities test is same. Note that the information about cities will be conveyed before the test and the test date can be checked from the official website of PIEAS for authentic NEWS. http://admissions.PIEAS.edu.pk/Admissions/schedule.html']}",Admissions
690527,When shall I pay my fee?,"{'answer_start': [2057], 'text': ['Fee for each semester has to be be deposited preferably during the first two week of each semester.\nWhat is the first semester fee of a BS program?\tFee for each semester has to be be deposited preferably during the first two week of each semester.']}",Admissions
690549,Where we can get updates regarding changes in admission and test?,"{'answer_start': [7256], 'text': ['From the website http://admissions.PIEAS.edu.pk/']}",Admissions
690536,"Â At what rate, tuition fee will be charged from the students?","{'answer_start': [4495], 'text': ['The tuition fee for students is course based. For detail please click on the link:http://admissions.pieas.edu.pk/Academic_Rules/fee_structure.html']}",Admissions
690671,Is there any tuition fee for sponsored students?,"{'answer_start': [39427], 'text': ['The sponsored students do not pay any tuition fee.']}",Admissions
690652,When was fellowship programme instituted?,"{'answer_start': [36827], 'text': ['\tFellowship programme was instituted in 1972']}",Admissions
690660,When was PIEAS granted the status of a degree awarding institute,"{'answer_start': [38035], 'text': ['In April 2000, PIEAS was granted the status of a degree awarding institute by the Government of Pakistan to promote education and research at its highest standards in Pakistan']}",Admissions
690653,Who can apply for fellowship programme?,"{'answer_start': [36912], 'text': ['science and engineering graduates were invited to compete for the award of attractive fellowships for the duration of the course']}",Admissions
690545,Does PIEAS offer any fee concession for Childern of PAEC employees?,"{'answer_start': [5891], 'text': ['Semester Freeze Fee Rs.5,000/- for first one Regular semester, Rs. 2,500 for first one Summer semester ) and  Rs. 10,000/- for subsequent freezes as per rule.']}",Admissions
690522,Does PIEAS offer any scholarship for BS students?,"{'answer_start': [1212], 'text': ['Yes, need based financial support in the form of tuition fee waiver is available subject to satisfactory academic performance.']}",Admissions
625616,Does Pieas offer admission during spring?,"{'answer_start': [2975], 'text': ['No Pieas offer admission only once in a year during fall.']}",Admissions
625606,Does PIEAS offer any scholarship for BS students?,"{'answer_start': [4470], 'text': ['Yes sure! A deserving one can get easily a scholarship if he applies for it.']}",Admissions
625596,Does admission in BS at PIEAS confirms MS fellowship?,"{'answer_start': [60], 'text': ['No, MS fellowship is given only on merit basis after qualifying initial test and interview']}",Admissions
625626,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625697,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625622,Does Pieas provide any scholarship at BS level?,"{'answer_start': [3595], 'text': ['Yes, Pieas provide need based scholarship to the deserving students subject to satisfactory academic performance.']}",Admissions
625710,How much attendance is required to sit in terminal exams?,"{'answer_start': [14764], 'text': ['80% attendance is necessary to sit in BS terminal exam.']}",Admissions
625610,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625636,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625670,Should I have to repay my fee if I am repeating a course?,"{'answer_start': [10570], 'text': [""If you are repeating a course you'll have to repay your tution fee, registration fee and examination fee for that course.""]}",Admissions
625656,What sort of scholarship does PIEAS offers?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625669,  What is the fee structure for a regular semester in PHD?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Admissions
625634,What is  selection criteria at PIEAS at BS level?,"{'answer_start': [14503], 'text': ['Criteria for admission test in PIEAS is : PIEAS Admission Test - 60% Matric 15% F.Sc. or ESc.']}",Admissions
625646,what is refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Admissions
625708,What is the criteria to get admission in BS?,"{'answer_start': [4586], 'text': ['PIEAS TestÂ\xa0 60%,Â\xa0Matric Â\xa015% , F.Sc Â\xa0 25% , MatricÂ\xa040%.']}",Admissions
625628,What is  the Entry Test fee of PIEAS?,"{'answer_start': [4083], 'text': ['Fee within the due date is RS 3500 and fee within one week after the due date is RS 4500.']}",Admissions
625619,What is the application processing fee at Pieas?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625709,What are the rules for semester freezing in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Admissions
625618,Does Pieas allow admission on the basis of  scores of anyother test like NTS?,"{'answer_start': [3124], 'text': ['No, Pieas only allow admission on the basis of either its own entry test or SAT scores.']}",Admissions
625662,Where to find the application form for Pak-USAID Merit and Needs-Based Scholarship Program?,"{'answer_start': [8583], 'text': ['The Pakistan Atomic Energy Commission delivers monetary aid to eligible scholars including Pak-USAID Merit and Needs-Based Scholarship Program.\nCIS faculty member worki']}",Admissions
625616,Does Pieas offer admission during spring?,"{'answer_start': [2975], 'text': ['No Pieas offer admission only once in a year during fall.']}",Admissions
625606,Does PIEAS offer any scholarship for BS students?,"{'answer_start': [4470], 'text': ['Yes sure! A deserving one can get easily a scholarship if he applies for it.']}",Admissions
625596,Does admission in BS at PIEAS confirms MS fellowship?,"{'answer_start': [60], 'text': ['No, MS fellowship is given only on merit basis after qualifying initial test and interview']}",Admissions
625626,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625697,Does PIEAS offer scholarship / financial assistance?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625622,Does Pieas provide any scholarship at BS level?,"{'answer_start': [3595], 'text': ['Yes, Pieas provide need based scholarship to the deserving students subject to satisfactory academic performance.']}",Admissions
625710,How much attendance is required to sit in terminal exams?,"{'answer_start': [14764], 'text': ['80% attendance is necessary to sit in BS terminal exam.']}",Admissions
625610,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625636,How much is the application processing fee for BS or MS programs?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625670,Should I have to repay my fee if I am repeating a course?,"{'answer_start': [10570], 'text': [""If you are repeating a course you'll have to repay your tution fee, registration fee and examination fee for that course.""]}",Admissions
625656,What sort of scholarship does PIEAS offers?,"{'answer_start': [403], 'text': ['ESF(ehsas scholarship) and pieas own scholarship.']}",Admissions
625669,  What is the fee structure for a regular semester in PHD?,"{'answer_start': [10422], 'text': ['The total fee structure of a smester can be viewed from the link: http://admissions.pieas.edu.pk/Admissions/Contents/Fee%20Structure%20PhD-2020.pdf']}",Admissions
625634,What is  selection criteria at PIEAS at BS level?,"{'answer_start': [14503], 'text': ['Criteria for admission test in PIEAS is : PIEAS Admission Test - 60% Matric 15% F.Sc. or ESc.']}",Admissions
625646,what is refund policy of PIEAS?,"{'answer_start': [4918], 'text': ['The fee refund policy is as follows:  Complete refund after deduction of admission charges if the request for refund is made up to first week of semester I. 50% refund, if the request for refund is made in the 2nd week of semester I. No refund after 2nd week.']}",Admissions
625708,What is the criteria to get admission in BS?,"{'answer_start': [4586], 'text': ['PIEAS TestÂ\xa0 60%,Â\xa0Matric Â\xa015% , F.Sc Â\xa0 25% , MatricÂ\xa040%.']}",Admissions
625628,What is  the Entry Test fee of PIEAS?,"{'answer_start': [4083], 'text': ['Fee within the due date is RS 3500 and fee within one week after the due date is RS 4500.']}",Admissions
625619,What is the application processing fee at Pieas?,"{'answer_start': [4737], 'text': ['The application processing fee for BS and MS programs is as follows: Rs.3,500 within due date. Rs.4,500 one week after due date. Note: Application Processing Fee is non-refundable.']}",Admissions
625709,What are the rules for semester freezing in BS?,"{'answer_start': [10692], 'text': ['A student may be allowed to freeze his/her semester only if he/she has a valid reason for it.Freezing a semester shall be allowed after completion of two years (four semesters).']}",Admissions
625618,Does Pieas allow admission on the basis of  scores of anyother test like NTS?,"{'answer_start': [3124], 'text': ['No, Pieas only allow admission on the basis of either its own entry test or SAT scores.']}",Admissions
625662,Where to find the application form for Pak-USAID Merit and Needs-Based Scholarship Program?,"{'answer_start': [8583], 'text': ['The Pakistan Atomic Energy Commission delivers monetary aid to eligible scholars including Pak-USAID Merit and Needs-Based Scholarship Program.\nCIS faculty member worki']}",Admissions
